ID;Edad;Peso_kg;Nivel;Objetivo;Dias_Entrenamiento;Plantilla_JSON
11;59;85;Avanzado;Perdida_Peso;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}]}"
12;50;103;Intermedio;Hipertrofia;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}]}"
13;31;73;Principiante;Perdida_Peso;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}]}"
14;49;99;Intermedio;Perdida_Peso;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}]}"
15;19;99;Avanzado;Hipertrofia;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}]}"
16;26;99;Avanzado;Perdida_Peso;5;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_5"": [{""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}]}"
17;45;71;Intermedio;Perdida_Peso;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}]}"
18;25;55;Principiante;Perdida_Peso;5;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_5"": [{""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}]}"
19;29;59;Intermedio;Hipertrofia;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}]}"
20;49;59;Avanzado;Hipertrofia;5;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_5"": [{""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}]}"
